video_path,video_results,video_sim,cnt_per_video
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy landscape with trees and hills in the distance-0-657120914.mp4,0.93756103515625,150.009765625,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy landscape with trees and hills in the distance-1-657120915.mp4,0.9370269775390625,149.92431640625,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy landscape with trees and hills in the distance-2-657120916.mp4,0.93587646484375,149.740234375,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy landscape with trees and hills in the distance-3-657120917.mp4,0.9395950317382813,150.335205078125,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy landscape with trees and hills in the distance-4-657120918.mp4,0.9391021728515625,150.25634765625,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy road with trees in the distance-0-657120914.mp4,0.9653076171875,154.44921875,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy road with trees in the distance-1-657120915.mp4,0.9565338134765625,153.04541015625,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy road with trees in the distance-2-657120916.mp4,0.9673904418945313,154.782470703125,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy road with trees in the distance-3-657120917.mp4,0.9626327514648437,154.021240234375,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a foggy road with trees in the distance-4-657120918.mp4,0.9646072387695312,154.337158203125,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of hot air balloons flying over a field-0-657120914.mp4,0.94527587890625,151.244140625,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of hot air balloons flying over a field-1-657120915.mp4,0.94442138671875,151.107421875,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of hot air balloons flying over a field-2-657120916.mp4,0.9538253784179688,152.612060546875,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of hot air balloons flying over a field-3-657120917.mp4,0.959259033203125,153.4814453125,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of hot air balloons flying over a field-4-657120918.mp4,0.9551132202148438,152.818115234375,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of hot air balloons flying over a valley-0-657120914.mp4,0.9276199340820312,148.419189453125,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of hot air balloons flying over a valley-1-657120915.mp4,0.9331893920898438,149.310302734375,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of hot air balloons flying over a valley-2-657120916.mp4,0.918316650390625,146.9306640625,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of hot air balloons flying over a valley-3-657120917.mp4,0.9324676513671875,149.19482421875,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of hot air balloons flying over a valley-4-657120918.mp4,0.9354171752929688,149.666748046875,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of people standing on top of a green hill-0-657120914.mp4,0.9463699340820313,151.419189453125,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of people standing on top of a green hill-1-657120915.mp4,0.9499969482421875,151.99951171875,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of people standing on top of a green hill-2-657120916.mp4,0.95169677734375,152.271484375,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of people standing on top of a green hill-3-657120917.mp4,0.9285133361816407,148.5621337890625,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a group of people standing on top of a green hill-4-657120918.mp4,0.9211814880371094,147.3890380859375,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a hot-air balloon flying over a desert landscape-0-657120914.mp4,0.9715744018554687,155.451904296875,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a hot-air balloon flying over a desert landscape-1-657120915.mp4,0.9744415283203125,155.91064453125,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a hot-air balloon flying over a desert landscape-2-657120916.mp4,0.9684829711914062,154.957275390625,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a hot-air balloon flying over a desert landscape-3-657120917.mp4,0.9697067260742187,155.153076171875,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a hot-air balloon flying over a desert landscape-4-657120918.mp4,0.9695556640625,155.12890625,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a kitchen with a sink and a lot of glasses on the counter-0-657120914.mp4,0.9096343994140625,145.54150390625,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a kitchen with a sink and a lot of glasses on the counter-1-657120915.mp4,0.8948715209960938,143.179443359375,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a kitchen with a sink and a lot of glasses on the counter-2-657120916.mp4,0.9060104370117188,144.961669921875,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a kitchen with a sink and a lot of glasses on the counter-3-657120917.mp4,0.8969482421875,143.51171875,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a kitchen with a sink and a lot of glasses on the counter-4-657120918.mp4,0.9056564331054687,144.905029296875,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a lake surrounded by mountains and flowers-0-657120914.mp4,0.9537628173828125,152.60205078125,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a lake surrounded by mountains and flowers-1-657120915.mp4,0.9506118774414063,152.097900390625,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a lake surrounded by mountains and flowers-2-657120916.mp4,0.945684814453125,151.3095703125,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a lake surrounded by mountains and flowers-3-657120917.mp4,0.9442596435546875,151.08154296875,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a lake surrounded by mountains and flowers-4-657120918.mp4,0.9497421264648438,151.958740234375,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large bonfire is burning in the night sky-0-657120914.mp4,0.899932861328125,143.9892578125,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large bonfire is burning in the night sky-1-657120915.mp4,0.8850189208984375,141.60302734375,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large bonfire is burning in the night sky-2-657120916.mp4,0.8875137329101562,142.002197265625,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large bonfire is burning in the night sky-3-657120917.mp4,0.8972549438476562,143.560791015625,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large bonfire is burning in the night sky-4-657120918.mp4,0.902447509765625,144.3916015625,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large waterfall in the middle of a building-0-657120914.mp4,0.8959213256835937,143.347412109375,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large waterfall in the middle of a building-1-657120915.mp4,0.8892684936523437,142.282958984375,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large waterfall in the middle of a building-2-657120916.mp4,0.8701004028320313,139.216064453125,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large waterfall in the middle of a building-3-657120917.mp4,0.8745956420898438,139.935302734375,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large waterfall in the middle of a building-4-657120918.mp4,0.8782806396484375,140.52490234375,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large waterfall in the middle of a lush green hillside-0-657120914.mp4,0.9515045166015625,152.24072265625,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large waterfall in the middle of a lush green hillside-1-657120915.mp4,0.9595443725585937,153.527099609375,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large waterfall in the middle of a lush green hillside-2-657120916.mp4,0.9650558471679688,154.408935546875,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large waterfall in the middle of a lush green hillside-3-657120917.mp4,0.9649398803710938,154.390380859375,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large waterfall in the middle of a lush green hillside-4-657120918.mp4,0.9580764770507812,153.292236328125,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large wave crashes into a lighthouse on a stormy day-0-657120914.mp4,0.9593460083007812,153.495361328125,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large wave crashes into a lighthouse on a stormy day-1-657120915.mp4,0.9576065063476562,153.217041015625,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large wave crashes into a lighthouse on a stormy day-2-657120916.mp4,0.9672286987304688,154.756591796875,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large wave crashes into a lighthouse on a stormy day-3-657120917.mp4,0.9632034301757812,154.112548828125,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large wave crashes into a lighthouse on a stormy day-4-657120918.mp4,0.9591629028320312,153.466064453125,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large wave crashes over a rocky cliff-0-657120914.mp4,0.9485137939453125,151.76220703125,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large wave crashes over a rocky cliff-1-657120915.mp4,0.9334304809570313,149.348876953125,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large wave crashes over a rocky cliff-2-657120916.mp4,0.9387710571289063,150.203369140625,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large wave crashes over a rocky cliff-3-657120917.mp4,0.9407089233398438,150.513427734375,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large wave crashes over a rocky cliff-4-657120918.mp4,0.944000244140625,151.0400390625,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large wave in the ocean with a lot of spray coming from it-0-657120914.mp4,0.9404281616210938,150.468505859375,160
C:\workspace\world\Infinite-World\out\vbench\videos_657120914\a large wave in the ocean with a lot of spray coming from it-1-657120915.mp4,0.9379226684570312,150.067626953125,160
